transit, 15976, 752424, 454900.0927446509,3,16
driving, 32718, 977978, 765971.2455316092,3,17
walking, 625220, 839991, 765971.2455316092,3,17
transit, 26330, 991278, 765971.2455316092,3,17
driving, 4411, 105645, 93786.81078609364,3,18
walking, 78356, 103446, 93786.81078609364,3,18
transit, 9711, 142466, 93786.81078609364,3,18
driving, 7130, 192837, 174866.86424740803,3,19
walking, 142498, 192907, 174866.86424740803,3,19
transit, 9099, 196115, 174866.86424740803,3,19
driving, 19864, 582190, 433402.76543522323,3,20
walking, 357036, 481314, 433402.76543522323,3,20
transit, 14423, 670327, 433402.76543522323,3,20
driving, 6423, 164463, 137236.98310012955,3,21
walking, 124582, 160461, 137236.98310012955,3,21
transit, 10588, 161309, 137236.98310012955,3,21
driving, 21410, 612053, 499667.3864983804,3,22
walking, 417025, 563747, 499667.3864983804,3,22
transit, 15361, 566589, 499667.3864983804,3,22
driving, 14121, 411851, 279586.9600091635,3,23
walking, 251270, 327289, 279586.9600091635,3,23
driving, 10363, 297325, 251044.43847363984,3,24
walking, 214741, 286977, 251044.43847363984,3,24
transit, 12513, 364938, 251044.43847363984,3,24
driving, 9132, 257414, 216986.63304889455,3,25
walking, 179572, 239535, 216986.63304889455,3,25
transit, 6858, 262528, 216986.63304889455,3,25
driving, 16570, 488312, 367008.96136752557,3,26
walking, 304495, 409893, 367008.96136752557,3,26
transit, 13858, 647387, 367008.96136752557,3,26
driving, 16505, 471716, 337624.14492688514,3,27
walking, 328127, 422791, 337624.14492688514,3,27
driving, 15347, 457966, 389441.49698810687,3,28
walking, 317225, 429886, 389441.49698810687,3,28
transit, 20328, 756210, 389441.49698810687,3,28
driving, 1126, 5656, 3185.039731820311,3,29
walking, 3002, 3944, 3185.039731820311,3,29
transit, 3002, 3944, 3185.039731820311,3,29
driving, 9166, 257713, 190005.1053366827,3,30
walking, 156756, 209178, 190005.1053366827,3,30
transit, 11633, 279013, 190005.1053366827,3,30
driving, 23027, 693228, 546754.5478100411,3,31
walking, 450755, 608116, 546754.5478100411,3,31
transit, 19625, 674413, 546754.5478100411,3,31
driving, 15199, 463834, 329565.9844455698,3,32
walking, 273221, 367648, 329565.9844455698,3,32
transit, 19735, 756622, 329565.9844455698,3,32
driving, 13355, 381203, 292278.8325597045,3,33
walking, 249536, 334838, 292278.8325597045,3,33
transit, 12856, 393721, 292278.8325597045,3,33
driving, 19854, 593172, 497941.2583038997,3,34
walking, 415689, 561045, 497941.2583038997,3,34
transit, 17283, 575704, 497941.2583038997,3,34
driving, 15362, 457903, 375681.2986259135,3,35
walking, 330759, 442595, 375681.2986259135,3,35
transit, 15497, 473901, 375681.2986259135,3,35
driving, 15631, 465396, 395351.4210851404,3,36
walking, 332528, 444161, 395351.4210851404,3,36
transit, 12320, 442414, 395351.4210851404,3,36
driving, 13707, 402325, 342104.2963186212,3,37
walking, 280728, 380448, 342104.2963186212,3,37
transit, 18133, 764545, 342104.2963186212,3,37
driving, 22717, 700369, 564954.6027451947,3,38
walking, 467267, 633142, 564954.6027451947,3,38
transit, 18939, 670109, 564954.6027451947,3,38
driving, 16994, 483551, 406569.21090001316,3,39
walking, 340099, 454332, 406569.21090001316,3,39
transit, 11998, 445125, 406569.21090001316,3,39
driving, 22863, 702363, 567032.2490294426,3,40
walking, 469087, 635570, 567032.2490294426,3,40
transit, 19684, 673308, 567032.2490294426,3,40
driving, 17872, 530094, 426552.30373506417,3,41
walking, 352784, 475630, 426552.30373506417,3,41
driving, 16258, 465727, 290174.49718449503,3,42
walking, 305487, 391362, 290174.49718449503,3,42
transit, 30948, 561593, 290174.49718449503,3,42
driving, 15778, 468740, 396646.4607939706,3,43
walking, 333801, 445972, 396646.4607939706,3,43
transit, 12734, 456339, 396646.4607939706,3,43
driving, 8518, 230192, 200392.3455836387,3,44
walking, 163279, 219090, 200392.3455836387,3,44
transit, 7817, 239465, 200392.3455836387,3,44
driving, 18612, 470045, 360302.7590969343,3,45
